window,label,max_zscore,mean_zscore,is_anomaly,sig_key,z_avg_asymmetry,z_asymmetry_entropy,z_down_up_ratio
5667,0,1.0633,0.5707,0,s6,1.0633,0.357,0.2918
5668,0,0.5384,0.3602,0,s6,0.5384,0.0863,0.4559
5669,0,0.6416,0.4802,0,s6,0.3756,0.6416,0.4234
5670,0,0.5316,0.456,0,s6,0.3155,0.5316,0.5209
5671,0,0.4559,0.3435,0,s6,0.3315,0.2431,0.4559
5672,0,0.8521,0.3472,0,s6,0.1577,0.8521,0.0317
5673,0,0.6716,0.3153,0,s6,0.1775,0.6716,0.0967
5674,0,0.8836,0.6051,0,s6,0.8836,0.4108,0.5209
5675,0,0.3345,0.2409,0,s6,0.3345,0.2575,0.1308
5676,0,0.9661,0.5272,0,s6,0.9661,0.1595,0.4559
5677,0,0.5534,0.4008,0,s6,0.1982,0.4509,0.5534
5678,0,0.9545,0.3359,0,s6,0.0199,0.9545,0.0333
5679,0,0.7558,0.357,0,s6,0.1844,0.7558,0.1308
5680,0,0.655,0.3308,0,s6,0.1416,0.655,0.1958
5681,0,0.9227,0.7028,0,s6,0.8923,0.9227,0.2934
5682,0,0.7932,0.5288,0,s6,0.7932,0.6965,0.0967
5683,0,0.6907,0.4324,0,s6,0.4108,0.6907,0.1958
5684,0,0.7989,0.4751,0,s6,0.4955,0.7989,0.1308
5685,0,0.8963,0.3929,0,s6,0.1191,0.8963,0.1633
5686,0,0.7485,0.5259,0,s6,0.3985,0.4307,0.7485
5687,0,0.9198,0.3087,0,s6,0.0055,0.9198,0.0008
5688,0,0.9233,0.6149,0,s6,0.9233,0.7922,0.1292
5689,0,0.9937,0.6849,0,s6,0.9937,0.8018,0.2593
5690,0,0.8119,0.5508,0,s6,0.7113,0.8119,0.1292
5691,0,0.7365,0.3636,0,s6,0.0284,0.7365,0.3259
5692,0,0.924,0.6113,0,s6,0.5189,0.924,0.3909
5693,0,0.8773,0.5318,0,s6,0.8773,0.5239,0.1942
5694,0,0.9705,0.6488,0,s6,0.9705,0.6517,0.3243
5695,0,1.3133,0.5807,0,s6,1.3133,0.2671,0.1617
5696,0,1.2823,0.763,0,s6,1.2823,0.4534,0.5534
5697,0,0.7584,0.5189,0,s6,0.7584,0.604,0.1942
5698,0,0.7754,0.3924,0,s6,0.3701,0.7754,0.0317
5699,0,0.9649,0.4567,0,s6,0.3718,0.9649,0.0333
5700,0,0.825,0.4143,0,s6,0.3847,0.825,0.0333
5701,0,0.5661,0.3376,0,s6,0.2834,0.5661,0.1633
5702,0,0.9345,0.5123,0,s6,0.5042,0.9345,0.0983
5703,0,0.8356,0.4899,0,s6,0.8356,0.5357,0.0983
5704,0,0.6821,0.4319,0,s6,0.6821,0.5818,0.0317
5705,0,1.3156,0.6883,0,s6,1.3156,0.1635,0.5859
5706,0,0.897,0.6125,0,s6,0.7463,0.897,0.1942
5707,0,0.8552,0.5533,0,s6,0.8552,0.6429,0.1617
5708,0,0.7922,0.4076,0,s6,0.2023,0.7922,0.2284
5709,0,0.7555,0.3223,0,s6,0.7555,0.2107,0.0008
5710,0,0.8648,0.4026,0,s6,0.8648,0.3112,0.0317
5711,0,1.1928,0.5956,0,s6,1.1928,0.4973,0.0967
5712,0,0.352,0.2999,0,s6,0.352,0.3193,0.2284
5713,0,0.5534,0.3776,0,s6,0.3046,0.2749,0.5534
5714,0,0.4234,0.2696,0,s6,0.0973,0.2882,0.4234
5715,0,0.9192,0.6286,0,s6,0.9192,0.6731,0.2934
5716,0,1.2876,0.8652,0,s6,1.2876,1.0146,0.2934
5717,0,0.6839,0.5054,0,s6,0.6839,0.5063,0.3259
5718,0,0.6368,0.5243,0,s6,0.6368,0.6102,0.3259
5719,0,0.4884,0.2741,0,s6,0.2278,0.1062,0.4884
5720,0,2.0708,1.6115,0,s6,2.0708,1.7226,1.041
5721,0,0.4559,0.3421,0,s6,0.3611,0.2094,0.4559
5722,0,0.3259,0.1713,0,s6,0.1487,0.0392,0.3259
5723,0,0.5209,0.3381,0,s6,0.3765,0.1169,0.5209
5724,0,1.0561,0.5393,0,s6,1.0561,0.5284,0.0333
5725,0,0.6608,0.325,0,s6,0.2484,0.6608,0.0658
5726,0,0.6313,0.2708,0,s6,0.0502,0.6313,0.1308
5727,0,0.4979,0.3688,0,s6,0.4979,0.4467,0.1617
5728,0,0.9118,0.5276,0,s6,0.9118,0.3127,0.3584
5729,0,1.6654,0.9244,0,s6,1.6654,0.7494,0.3584
5730,0,0.9652,0.8907,0,s6,0.9652,0.8934,0.8135
5731,0,1.1326,0.8525,0,s6,1.1326,0.6764,0.7485
5732,0,0.5534,0.3517,0,s6,0.3552,0.1466,0.5534
5733,0,1.014,0.3631,0,s6,1.014,0.0436,0.0317
5734,0,0.4707,0.363,0,s6,0.195,0.4707,0.4234
5735,0,0.4985,0.2485,0,s6,0.4985,0.0836,0.1633
5736,0,0.8102,0.2894,0,s6,0.8102,0.0247,0.0333
5737,0,0.8094,0.5388,0,s6,0.3187,0.8094,0.4884
5738,0,0.4926,0.3905,0,s6,0.4926,0.4505,0.2284
5739,0,0.566,0.2956,0,s6,0.566,0.1574,0.1633
5740,0,0.6382,0.4347,0,s6,0.6382,0.3726,0.2934
5741,0,1.3564,0.7217,0,s6,1.3564,0.7769,0.0317
5742,0,0.7194,0.4248,0,s6,0.7194,0.2616,0.2934
5743,0,0.716,0.3646,0,s6,0.1458,0.232,0.716
5744,0,0.7061,0.3559,0,s6,0.0033,0.7061,0.3584
5745,0,0.6031,0.3664,0,s6,0.6031,0.2352,0.2609
5746,0,0.4884,0.2909,0,s6,0.3815,0.0028,0.4884
5747,0,0.4234,0.244,0,s6,0.2049,0.1037,0.4234
5748,0,0.6557,0.3474,0,s6,0.6557,0.1256,0.2609
5749,0,1.9213,1.4278,0,s6,1.9213,1.6785,0.6835
5750,0,1.9351,0.8223,0,s6,1.9351,0.5309,0.0008
5751,0,0.7593,0.262,0,s6,0.7593,0.0258,0.0008
5752,0,1.0,0.5347,0,s6,1.0,0.5709,0.0333
5753,0,0.945,0.535,0,s6,0.3991,0.945,0.2609
5754,0,0.9293,0.4884,0,s6,0.1125,0.9293,0.4234
5755,0,0.8209,0.4851,0,s6,0.2109,0.8209,0.4234
5756,0,0.8939,0.45,0,s6,0.8939,0.3902,0.0658
5757,0,0.8674,0.3637,0,s6,0.1579,0.8674,0.0658
5758,0,0.725,0.4833,0,s6,0.725,0.4314,0.2934
5759,0,0.708,0.4815,0,s6,0.3456,0.708,0.3909
5760,0,0.6402,0.4461,0,s6,0.6402,0.6324,0.0658
5761,0,0.7502,0.5307,0,s6,0.321,0.7502,0.5209
5762,0,0.7279,0.558,0,s6,0.5228,0.7279,0.4234
5763,0,0.5056,0.3572,0,s6,0.1427,0.5056,0.4234
5764,0,0.4884,0.2706,0,s6,0.0274,0.2959,0.4884
5765,0,0.8302,0.4484,0,s6,0.2542,0.8302,0.2609
5766,0,2.3544,1.8087,0,s6,2.3544,1.9655,1.1061
5767,0,0.6509,0.4827,0,s6,0.2087,0.5885,0.6509
5768,0,1.8458,0.6188,0,s6,1.8458,0.0097,0.0008
5769,0,0.7494,0.3726,0,s6,0.7494,0.075,0.2934
5770,0,0.8251,0.6303,0,s6,0.8251,0.3514,0.7144
5771,0,2.0101,1.2655,0,s6,2.0101,0.487,1.2995
5772,0,0.7352,0.439,0,s6,0.7352,0.4184,0.1633
5773,0,0.6218,0.4185,0,s6,0.6218,0.0495,0.5843
5774,0,1.4436,0.5471,0,s6,1.4436,0.1335,0.0642
5775,0,0.9775,0.5494,0,s6,0.9775,0.0864,0.5843
5776,0,0.646,0.3638,0,s6,0.646,0.0561,0.3893
5777,0,1.4581,0.6744,0,s6,1.4581,0.1109,0.4543
5778,0,1.0164,0.4242,0,s6,1.0164,0.0277,0.2284
5779,0,1.0032,0.6137,0,s6,1.0032,0.2862,0.5518
5780,0,0.7768,0.5923,0,s6,0.7768,0.6434,0.3568
5781,0,1.167,0.4775,0,s6,1.167,0.2646,0.0008
5782,0,0.9419,0.6419,0,s6,0.8241,0.1598,0.9419
5783,0,0.8256,0.4626,0,s6,0.3679,0.8256,0.1942
5784,0,0.5471,0.3945,0,s6,0.5396,0.5471,0.0967
5785,0,0.8126,0.5516,0,s6,0.8126,0.6805,0.1617
5786,0,0.9419,0.5587,0,s6,0.4078,0.3265,0.9419
5787,0,0.4331,0.3509,0,s6,0.4331,0.3602,0.2593
5788,0,0.8119,0.4981,0,s6,0.2984,0.3839,0.8119
5789,0,0.8158,0.6217,0,s6,0.8158,0.4326,0.6168
5790,0,0.7905,0.4498,0,s6,0.7905,0.2995,0.2593
5791,0,0.9633,0.5755,0,s6,0.9633,0.1139,0.6494
5792,0,0.3893,0.2826,0,s6,0.131,0.3275,0.3893
5793,0,0.6956,0.515,0,s6,0.5884,0.6956,0.2609
5794,0,0.9867,0.7398,0,s6,0.9867,0.7117,0.5209
5795,0,0.4063,0.3288,0,s6,0.386,0.4063,0.1942
5796,0,0.7948,0.6582,0,s6,0.7948,0.5631,0.6168
5797,0,1.4027,0.8242,0,s6,1.4027,0.3864,0.6835
5798,0,0.6695,0.4924,0,s6,0.6136,0.6695,0.1942
5799,0,0.8544,0.4737,0,s6,0.501,0.8544,0.0658
5800,0,0.8411,0.4328,0,s6,0.8411,0.4241,0.0333
5801,0,2.0159,1.0031,0,s6,2.0159,0.8968,0.0967
5802,0,0.6478,0.494,0,s6,0.6478,0.3474,0.4868
5803,0,0.6416,0.2428,0,s6,0.0211,0.6416,0.0658
5804,0,0.8031,0.3893,0,s6,0.8031,0.3639,0.0008
5805,0,1.1356,0.6073,0,s6,1.1356,0.1344,0.5518
5806,0,0.8421,0.3969,0,s6,0.8421,0.0894,0.2593
5807,0,1.348,0.7288,0,s6,1.348,0.2866,0.5518
5808,0,0.805,0.2843,0,s6,0.0471,0.805,0.0008
5809,0,0.7198,0.3955,0,s6,0.435,0.7198,0.0317
5810,0,0.6423,0.3336,0,s6,0.13,0.6423,0.2284
5811,0,0.708,0.3707,0,s6,0.2425,0.708,0.1617
5812,0,0.5858,0.5165,0,s6,0.5858,0.5093,0.4543
5813,0,0.7421,0.326,0,s6,0.1701,0.7421,0.0658
5814,0,0.8787,0.4183,0,s6,0.8787,0.2145,0.1617
5815,0,1.2327,0.4886,0,s6,1.2327,0.1672,0.0658
5816,0,1.1988,0.7983,0,s6,1.1988,0.4168,0.7794
5817,0,0.5732,0.3918,0,s6,0.3737,0.5732,0.2284
5818,0,1.1524,0.5486,0,s6,1.1524,0.2993,0.1942
5819,0,0.9209,0.5006,0,s6,0.9209,0.4517,0.1292
5820,0,0.9571,0.4972,0,s6,0.9571,0.4052,0.1292
5821,0,0.6402,0.4278,0,s6,0.384,0.6402,0.2593
5822,0,0.4415,0.2999,0,s6,0.4415,0.425,0.0333
5823,0,0.7727,0.2864,0,s6,0.0531,0.7727,0.0333
5824,0,0.9635,0.4279,0,s6,0.9635,0.3194,0.0008
5825,0,0.8135,0.3019,0,s6,0.0788,0.0134,0.8135
5826,0,0.1878,0.1508,0,s6,0.1878,0.1337,0.1308
5827,0,0.7337,0.4228,0,s6,0.7337,0.5031,0.0317
5828,0,0.8217,0.3082,0,s6,0.0047,0.8217,0.0983
5829,0,0.4905,0.2851,0,s6,0.2031,0.4905,0.1617
5830,0,0.5459,0.2802,0,s6,0.1654,0.5459,0.1292
5831,0,0.9453,0.5914,0,s6,0.9453,0.537,0.2918
5832,0,0.7418,0.4332,0,s6,0.232,0.7418,0.3259
5833,0,0.5209,0.3083,0,s6,0.5209,0.1755,0.2284
5834,0,0.6642,0.3628,0,s6,0.6642,0.0009,0.4234
5835,0,0.7191,0.4277,0,s6,0.7191,0.5322,0.0317
5836,0,0.2093,0.1136,0,s6,0.2093,0.0998,0.0317
5837,0,0.7649,0.5659,0,s6,0.7649,0.6393,0.2934
5838,0,0.9579,0.4086,0,s6,0.9579,0.2345,0.0333
5839,0,0.7613,0.3012,0,s6,0.0116,0.7613,0.1308
5840,0,0.7674,0.4198,0,s6,0.2979,0.7674,0.1942
5841,0,0.625,0.2856,0,s6,0.625,0.1009,0.1308
5842,0,0.6198,0.2854,0,s6,0.1398,0.6198,0.0967
5843,0,0.6592,0.3752,0,s6,0.433,0.6592,0.0333
5844,0,0.6373,0.4497,0,s6,0.6373,0.3876,0.3243
5845,0,0.7067,0.4275,0,s6,0.0874,0.7067,0.4884
5846,0,0.6911,0.2867,0,s6,0.1681,0.6911,0.0008
5847,0,0.4499,0.3255,0,s6,0.3648,0.4499,0.1617
5848,0,0.9574,0.4383,0,s6,0.2591,0.9574,0.0983
5849,0,0.9423,0.5542,0,s6,0.2968,0.9423,0.4234
5850,0,0.8346,0.3589,0,s6,0.0137,0.8346,0.2284
5851,0,0.6318,0.4737,0,s6,0.4649,0.6318,0.3243
5852,0,0.7948,0.6369,0,s6,0.7948,0.7916,0.3243
5853,0,0.5045,0.4484,0,s6,0.4174,0.5045,0.4234
5854,0,0.6261,0.4388,0,s6,0.4962,0.6261,0.1942
5855,0,0.6457,0.3795,0,s6,0.6457,0.232,0.2609
5856,0,0.5711,0.5047,0,s6,0.422,0.5711,0.5209
5857,0,0.7493,0.5292,0,s6,0.4815,0.7493,0.3568
5858,0,0.5692,0.4545,0,s6,0.5025,0.5692,0.2918
5859,0,0.6847,0.2802,0,s6,0.025,0.6847,0.1308
5860,0,0.6455,0.4224,0,s6,0.6455,0.6209,0.0008
5861,0,0.635,0.4388,0,s6,0.5523,0.635,0.1292
5862,0,0.496,0.4171,0,s6,0.397,0.496,0.3584
5863,0,0.7897,0.4987,0,s6,0.7897,0.5446,0.1617
5864,0,0.9603,0.6353,0,s6,0.9603,0.6214,0.3243
5865,0,1.1249,0.6618,0,s6,1.1249,0.1769,0.6835
5866,0,0.5659,0.4423,0,s6,0.5016,0.5659,0.2593
5867,0,0.4466,0.3044,0,s6,0.4466,0.3684,0.0983
5868,0,0.8528,0.5914,0,s6,0.8528,0.563,0.3584
5869,0,0.8114,0.4141,0,s6,0.1715,0.8114,0.2593
5870,0,0.4559,0.2788,0,s6,0.1382,0.2423,0.4559
5871,0,0.6933,0.4065,0,s6,0.6933,0.2995,0.2268
5872,0,1.206,0.4989,0,s6,1.206,0.1941,0.0967
5873,0,0.8938,0.6672,0,s6,0.8938,0.7184,0.3893
5874,0,1.002,0.6927,0,s6,1.002,0.7194,0.3568
5875,0,1.1163,0.4173,0,s6,1.1163,0.0713,0.0642
5876,0,0.3909,0.2687,0,s6,0.0381,0.3771,0.3909
5877,0,0.6612,0.2675,0,s6,0.6612,0.1404,0.0008
5878,0,0.7485,0.4882,0,s6,0.5752,0.141,0.7485
5879,0,0.4668,0.2601,0,s6,0.4668,0.2803,0.0333
5880,0,1.0419,0.5675,0,s6,1.0419,0.3021,0.3584
5881,0,0.865,0.5858,0,s6,0.4364,0.865,0.4559
5882,0,0.1946,0.1553,0,s6,0.1946,0.1405,0.1308
5883,0,0.4559,0.2812,0,s6,0.1307,0.2569,0.4559
5884,0,0.714,0.4563,0,s6,0.3941,0.714,0.2609
5885,0,1.2155,0.5313,0,s6,1.2155,0.0866,0.2918
5886,0,0.5005,0.4351,0,s6,0.448,0.5005,0.3568
5887,0,0.6805,0.3623,0,s6,0.308,0.6805,0.0983
5888,0,0.8483,0.4024,0,s6,0.3272,0.8483,0.0317
5889,0,0.6088,0.3177,0,s6,0.3434,0.6088,0.0008
5890,0,0.7485,0.3047,0,s6,0.7485,0.1322,0.0333
5891,0,2.147,1.3539,0,s6,2.147,1.8831,0.0317
5892,0,1.2225,0.4824,0,s6,1.2225,0.1929,0.0317
5893,0,0.996,0.5783,0,s6,0.996,0.6407,0.0983
5894,0,1.4587,0.5856,0,s6,1.4587,0.2664,0.0317
5895,0,1.3012,0.7239,0,s6,1.3012,0.5771,0.2934
5896,0,0.4459,0.2774,0,s6,0.2881,0.4459,0.0983
5897,0,0.5079,0.3267,0,s6,0.4405,0.5079,0.0317
5898,0,0.4905,0.3,0,s6,0.1162,0.4905,0.2934
5899,0,0.4842,0.3724,0,s6,0.4063,0.4842,0.2268
5900,0,0.6731,0.387,0,s6,0.4871,0.6731,0.0008
5901,0,0.6827,0.3689,0,s6,0.3273,0.6827,0.0967
5902,0,0.8157,0.522,0,s6,0.8157,0.556,0.1942
5903,0,0.6493,0.2328,0,s6,0.0173,0.6493,0.0317
5904,0,0.5798,0.4194,0,s6,0.3542,0.5798,0.3243
5905,0,0.3397,0.2012,0,s6,0.003,0.3397,0.2609
5906,0,0.8902,0.6799,0,s6,0.7603,0.8902,0.3893
5907,0,0.6892,0.5435,0,s6,0.6892,0.5844,0.3568
5908,0,0.7057,0.4816,0,s6,0.7057,0.6098,0.1292
5909,0,0.458,0.212,0,s6,0.458,0.0471,0.1308
5910,0,0.6795,0.25,0,s6,0.0063,0.6795,0.0642
5911,0,0.944,0.45,0,s6,0.2752,0.944,0.1308
5912,0,0.3938,0.3696,0,s6,0.3938,0.3566,0.3584
5913,0,0.523,0.2731,0,s6,0.2304,0.523,0.0658
5914,0,0.2268,0.1637,0,s6,0.058,0.2064,0.2268
5915,0,0.6387,0.3115,0,s6,0.2315,0.6387,0.0642
5916,0,0.8067,0.4542,0,s6,0.8067,0.5552,0.0008
5917,0,0.5174,0.2227,0,s6,0.0541,0.5174,0.0967
5918,0,0.5149,0.3153,0,s6,0.1066,0.5149,0.3243
5919,0,1.041,0.7228,0,s6,0.5858,0.5416,1.041
5920,0,0.4843,0.3836,0,s6,0.4843,0.4072,0.2593
5921,0,0.6667,0.5573,0,s6,0.6667,0.616,0.3893
5922,0,0.6042,0.4118,0,s6,0.2419,0.6042,0.3893
5923,0,0.7117,0.3795,0,s6,0.036,0.7117,0.3909
5924,0,0.7187,0.3255,0,s6,0.0962,0.7187,0.1617
5925,0,1.0159,0.7562,0,s6,1.0159,0.9919,0.2609
5926,0,0.8525,0.594,0,s6,0.3762,0.8525,0.5534
5927,0,0.8536,0.5133,0,s6,0.8536,0.4596,0.2268
5928,0,0.5926,0.2524,0,s6,0.1639,0.5926,0.0008
5929,0,0.8078,0.4024,0,s6,0.8078,0.3676,0.0317
5930,0,1.517,0.6708,0,s6,1.517,0.2037,0.2918
5931,0,0.8931,0.386,0,s6,0.0692,0.8931,0.1958
5932,0,0.641,0.354,0,s6,0.641,0.2252,0.1958
5933,0,1.516,0.5853,0,s6,1.516,0.0458,0.1942
5934,0,2.0075,1.0438,0,s6,2.0075,0.9297,0.1942
5935,0,1.3317,0.5063,0,s6,1.3317,0.0888,0.0983
5936,0,0.4189,0.2959,0,s6,0.0779,0.4189,0.3909
5937,0,1.0847,0.6921,0,s6,1.0847,0.6998,0.2918
5938,0,0.8973,0.4492,0,s6,0.2544,0.8973,0.1958
5939,0,0.8108,0.4622,0,s6,0.8108,0.5751,0.0008
5940,0,0.6935,0.3873,0,s6,0.1425,0.6935,0.3259
5941,0,1.1296,0.6543,0,s6,1.1296,0.574,0.2593
5942,0,0.5529,0.4314,0,s6,0.5529,0.4803,0.2609
5943,0,0.7643,0.4973,0,s6,0.7643,0.3384,0.3893
5944,0,0.607,0.4121,0,s6,0.607,0.2401,0.3893
5945,0,0.4708,0.2981,0,s6,0.2926,0.4708,0.1308
5946,0,1.0503,0.576,0,s6,1.0503,0.5485,0.1292
5947,0,0.8314,0.4763,0,s6,0.8314,0.4684,0.1292
5948,0,0.6222,0.3282,0,s6,0.3616,0.6222,0.0008
5949,0,0.5414,0.3695,0,s6,0.2088,0.5414,0.3584
5950,0,0.4234,0.3517,0,s6,0.2862,0.3456,0.4234
5951,0,0.6735,0.4507,0,s6,0.5153,0.6735,0.1633
5952,0,0.7137,0.4206,0,s6,0.7137,0.4189,0.1292
5953,0,0.8446,0.4393,0,s6,0.8446,0.2123,0.2609
5954,0,0.4574,0.1717,0,s6,0.4574,0.0243,0.0333
5955,0,0.717,0.5372,0,s6,0.6338,0.717,0.2609
5956,0,0.9169,0.5383,0,s6,0.9169,0.5997,0.0983
5957,0,0.7816,0.4399,0,s6,0.3747,0.7816,0.1633
5958,0,0.7483,0.3227,0,s6,0.1866,0.7483,0.0333
5959,0,0.2204,0.1831,0,s6,0.2204,0.198,0.1308
5960,0,0.4234,0.272,0,s6,0.1769,0.2158,0.4234
5961,0,1.3566,0.5482,0,s6,1.3566,0.1912,0.0967
5962,0,0.7216,0.4006,0,s6,0.7216,0.0584,0.4218
5963,0,0.7259,0.283,0,s6,0.7259,0.0915,0.0317
5964,0,0.7636,0.3235,0,s6,0.1103,0.7636,0.0967
5965,0,0.543,0.4974,0,s6,0.5259,0.543,0.4234
5966,0,0.673,0.5351,0,s6,0.673,0.5755,0.3568
5967,0,0.6318,0.4403,0,s6,0.3632,0.6318,0.3259
5968,0,0.9003,0.541,0,s6,0.1693,0.9003,0.5534
5969,0,0.8204,0.4458,0,s6,0.1277,0.8204,0.3893
5970,0,0.5045,0.3566,0,s6,0.2085,0.5045,0.3568
5971,0,0.677,0.4864,0,s6,0.6514,0.677,0.1308
5972,0,1.5074,0.5367,0,s6,1.5074,0.0059,0.0967
5973,0,1.1663,0.7103,0,s6,1.1663,0.6712,0.2934
5974,0,2.0895,0.9445,0,s6,2.0895,0.5498,0.1942
5975,0,2.7549,1.7334,0,s6,2.7549,2.0886,0.3568
5976,0,0.9816,0.5479,0,s6,0.9816,0.4336,0.2284
5977,0,0.7974,0.6273,0,s6,0.7926,0.7974,0.2918
5978,0,0.4073,0.2507,0,s6,0.4073,0.313,0.0317
5979,0,0.6269,0.4747,0,s6,0.2112,0.6269,0.5859
5980,0,1.1752,0.6952,0,s6,1.1752,0.6186,0.2918
5981,0,0.6581,0.4503,0,s6,0.6581,0.4987,0.1942
5982,0,0.6896,0.3867,0,s6,0.3723,0.6896,0.0983
5983,0,0.6128,0.4184,0,s6,0.4806,0.6128,0.1617
5984,0,0.6455,0.3824,0,s6,0.4701,0.6455,0.0317
5985,0,0.5547,0.2265,0,s6,0.0914,0.5547,0.0333
5986,0,0.6879,0.5415,0,s6,0.6879,0.6122,0.3243
5987,0,0.3524,0.2485,0,s6,0.3273,0.3524,0.0658
5988,0,0.9116,0.5895,0,s6,0.9116,0.565,0.2918
5989,0,1.4535,0.6788,0,s6,1.4535,0.3235,0.2593
5990,0,0.1958,0.1792,0,s6,0.1473,0.1945,0.1958
5991,0,0.2609,0.1351,0,s6,0.0573,0.0872,0.2609
5992,0,0.8588,0.4377,0,s6,0.161,0.8588,0.2934
5993,0,1.2144,0.7035,0,s6,1.2144,0.3103,0.5859
5994,0,0.6833,0.4618,0,s6,0.6833,0.4104,0.2918
5995,0,0.523,0.3245,0,s6,0.3198,0.523,0.1308
5996,0,0.8308,0.3682,0,s6,0.208,0.8308,0.0658
5997,0,0.7746,0.3612,0,s6,0.2108,0.7746,0.0983
5998,0,0.7136,0.5845,0,s6,0.5516,0.7136,0.4884
5999,0,1.0111,0.6825,0,s6,1.0111,0.647,0.3893
6000,0,0.9413,0.509,0,s6,0.3248,0.9413,0.2609
6001,0,0.7707,0.3298,0,s6,0.1205,0.7707,0.0983
6002,0,0.6862,0.4518,0,s6,0.4098,0.6862,0.2593
6003,0,0.9016,0.4179,0,s6,0.2553,0.9016,0.0967
6004,0,0.4977,0.4761,0,s6,0.4977,0.4747,0.4559
6005,0,0.7904,0.498,0,s6,0.5745,0.7904,0.1292
6006,0,0.9699,0.5391,0,s6,0.9699,0.2907,0.3568
6007,0,0.782,0.5646,0,s6,0.782,0.5875,0.3243
6008,0,0.4234,0.2676,0,s6,0.0722,0.3071,0.4234
6009,0,1.0671,0.5538,0,s6,1.0671,0.4636,0.1308
6010,0,0.401,0.2506,0,s6,0.155,0.401,0.1958
6011,0,0.4679,0.3403,0,s6,0.3897,0.4679,0.1633
6012,0,0.7032,0.5415,0,s6,0.5305,0.7032,0.3909
6013,0,0.7385,0.5515,0,s6,0.59,0.7385,0.3259
6014,0,0.7655,0.6009,0,s6,0.6789,0.7655,0.3584
6015,0,1.2394,0.6673,0,s6,1.2394,0.014,0.7485
6016,0,0.9465,0.5143,0,s6,0.3679,0.9465,0.2284
6017,0,0.6976,0.5298,0,s6,0.6976,0.4685,0.4234
6018,0,1.2691,0.9847,0,s6,1.2691,0.7741,0.911
6019,0,0.781,0.3517,0,s6,0.2442,0.0299,0.781
6020,0,0.263,0.2337,0,s6,0.1773,0.263,0.2609
6021,0,0.8035,0.3068,0,s6,0.8035,0.0853,0.0317
6022,0,1.8239,0.9815,0,s6,1.8239,0.5346,0.5859
6023,0,0.6464,0.5082,0,s6,0.6464,0.3899,0.4884
6024,1,0.3259,0.2,0,s6,0.1115,0.1627,0.3259
6025,0,1.4297,0.6637,0,s6,1.4297,0.268,0.2934
6026,1,1.5185,0.9063,0,s6,1.5185,0.8421,0.3584
6027,1,1.0253,0.4509,0,s6,1.0253,0.1965,0.1308
6028,0,0.9653,0.6561,0,s6,0.9653,0.5471,0.4559
6029,0,0.9786,0.5092,0,s6,0.9786,0.4508,0.0983
6030,0,2.2476,1.2049,0,s6,2.2476,1.2054,0.1617
6031,0,1.1453,0.6374,0,s6,1.1453,0.3759,0.3909
6032,0,1.1013,0.6682,0,s6,1.1013,0.6114,0.2918
6033,0,0.4387,0.2022,0,s6,0.167,0.4387,0.0008
6034,0,0.4316,0.2663,0,s6,0.009,0.4316,0.3584
6035,0,0.9763,0.5499,0,s6,0.9763,0.3165,0.3568
6036,0,0.4603,0.2624,0,s6,0.0335,0.4603,0.2934
6037,0,0.754,0.4581,0,s6,0.754,0.556,0.0642
6038,0,0.8167,0.3272,0,s6,0.1317,0.8167,0.0333
6039,0,0.5778,0.397,0,s6,0.4515,0.5778,0.1617
6040,0,0.3896,0.2883,0,s6,0.3896,0.151,0.3243
6041,0,0.816,0.5233,0,s6,0.6571,0.816,0.0967
6042,0,1.1596,0.5036,0,s6,1.1596,0.2221,0.1292
6043,0,0.5622,0.2807,0,s6,0.2481,0.5622,0.0317
6044,0,1.0175,0.6603,0,s6,1.0175,0.8326,0.1308
6045,0,0.7911,0.6689,0,s6,0.7598,0.7911,0.4559
6046,0,0.7202,0.4546,0,s6,0.7202,0.3827,0.2609
6047,0,1.2735,0.5731,0,s6,1.2735,0.2499,0.1958
6048,0,0.5751,0.4769,0,s6,0.4662,0.5751,0.3893
6049,0,0.8364,0.4662,0,s6,0.3337,0.8364,0.2284
6050,0,0.5873,0.3519,0,s6,0.3702,0.5873,0.0983
6051,0,0.6598,0.2773,0,s6,0.1063,0.6598,0.0658
6052,0,0.8308,0.5547,0,s6,0.4765,0.8308,0.3568
6053,0,0.7616,0.3451,0,s6,0.2094,0.7616,0.0642
6054,0,0.913,0.4226,0,s6,0.2239,0.913,0.1308
6055,0,0.7429,0.4583,0,s6,0.5677,0.7429,0.0642
6056,0,0.6245,0.2512,0,s6,0.6245,0.0307,0.0983
6057,0,1.6697,0.8984,0,s6,1.6697,0.7972,0.2284
6058,0,0.9769,0.6044,0,s6,0.9769,0.1219,0.7144
6059,0,0.5364,0.3285,0,s6,0.3833,0.5364,0.0658
6060,0,0.4536,0.3524,0,s6,0.4536,0.4402,0.1633
6061,0,0.3602,0.2219,0,s6,0.2723,0.3602,0.0333
6062,0,0.3259,0.1995,0,s6,0.11,0.1626,0.3259
6063,0,0.5314,0.4673,0,s6,0.3821,0.5314,0.4884
6064,0,0.5616,0.4576,0,s6,0.5616,0.5504,0.2609
6065,0,0.5461,0.3405,0,s6,0.5461,0.3463,0.1292
6066,0,0.805,0.4037,0,s6,0.3077,0.805,0.0983
6067,0,0.5864,0.3954,0,s6,0.4039,0.5864,0.1958
6068,0,0.4559,0.2625,0,s6,0.1412,0.1905,0.4559
6069,0,1.087,0.4835,0,s6,1.087,0.0702,0.2934
